recipe_name,ingredients,preperation_steps,vegan_friendly_(yes/no),nut-free_(yes/no),non-dairy_friendly_(yes/no),vegan_substitute,dairy_substitute,nut_substitute,dietary_tags,source_url,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,food_name,category,protein,carbs,fat,iron,vitamin_c,unnamed:_0,fat_(g),carb._(g),fiber_(g),sodium,protein_(g),beverage_category,beverage,beverage_prep,total_fat_(g),trans_fat_(g),saturated_fat_(g),sodium_(mg),total_carbohydrates_(g),cholesterol_(mg),dietary_fibre_(g),sugars_(g),vitamin_a_(%_dv),vitamin_c_(%_dv),calcium_(%_dv),iron_(%_dv),caffeine_(mg),item_name,protein_std,carbs_std,fat_std,fiber_std,sugar_std,calories_std
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,50,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Classic Espresso Drinks,Cappuccino,Short Nonfat Milk,0.1,0.1,0.0,5.0,60.0,8.0,0.0,7.0,8%,0%,15%,0%,75,Cappuccino,5.0,60.0,0.1,0.0,7.0,50.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Classic Espresso Drinks,Cappuccino,2% Milk,3,1.5,0.1,10.0,70.0,8.0,0.0,7.0,8%,0%,15%,0%,75,Cappuccino,5.0,70.0,3.0,0.0,7.0,80.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,50,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Classic Espresso Drinks,Cappuccino,Soymilk,1.5,0.2,0.0,0.0,40.0,4.0,0.0,3.0,4%,0%,10%,6%,75,Cappuccino,3.0,40.0,1.5,0.0,3.0,50.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,60,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Classic Espresso Drinks,Cappuccino,Tall Nonfat Milk,0.1,0.1,0.0,5.0,70.0,9.0,0.0,8.0,10%,0%,20%,0%,75,Cappuccino,6.0,70.0,0.1,0.0,8.0,60.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,90,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Classic Espresso Drinks,Cappuccino,2% Milk,3.5,1.5,0.1,15.0,80.0,9.0,0.0,8.0,10%,0%,20%,0%,75,Cappuccino,6.0,80.0,3.5,0.0,8.0,90.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,70,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Classic Espresso Drinks,Cappuccino,Soymilk,3,0.4,0.0,0.0,65.0,7.0,1.0,4.0,6%,0%,20%,8%,75,Cappuccino,5.0,65.0,3.0,1.0,4.0,70.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,,0.0,0.0,0.0,0.0,,,,,,8.0,Classic Espresso Drinks,Cappuccino,Grande Nonfat Milk,0.2,0.1,0.0,5.0,90.0,12.0,0.0,10.0,15%,0%,25%,0%,150,Cappuccino,8.0,90.0,0.2,0.0,10.0,80.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,,0.0,0.0,0.0,0.0,,,,,,8.0,Classic Espresso Drinks,Cappuccino,2% Milk,4,2.0,0.1,15.0,100.0,12.0,0.0,10.0,10%,0%,25%,0%,150,Cappuccino,8.0,100.0,4.0,0.0,10.0,120.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Classic Espresso Drinks,Cappuccino,Soymilk,3.5,0.4,0.0,0.0,80.0,9.0,1.0,5.0,8%,0%,25%,10%,150,Cappuccino,7.0,80.0,3.5,1.0,5.0,100.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,110,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Classic Espresso Drinks,Cappuccino,Venti Nonfat Milk,0.2,0.2,0.0,5.0,120.0,16.0,0.0,14.0,20%,0%,30%,0%,150,Cappuccino,10.0,120.0,0.2,0.0,14.0,110.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,150,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Classic Espresso Drinks,Cappuccino,2% Milk,6,3.0,0.2,25.0,135.0,16.0,0.0,14.0,15%,0%,30%,0%,150,Cappuccino,10.0,135.0,6.0,0.0,14.0,150.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Classic Espresso Drinks,Cappuccino,Soymilk,4.5,0.5,0.0,0.0,110.0,11.0,1.0,7.0,10%,0%,35%,15%,150,Cappuccino,9.0,110.0,4.5,1.0,7.0,120.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,5,,,,,0.0,0.0,0.0,0.0,,,,,,0.4,Classic Espresso Drinks,Espresso,Solo,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0%,0%,0%,0%,75,Espresso,0.4,0.0,0.0,0.0,0.0,5.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,10,,,,,0.0,0.0,0.0,0.0,,,,,,1.0,Classic Espresso Drinks,Espresso,Doppio,0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0%,0%,0%,0%,150,Espresso,1.0,1.0,0.0,0.0,0.0,10.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,60,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Classic Espresso Drinks,Skinny Latte (Any Flavour),Short Nonfat Milk,0.1,0.1,0.0,5.0,80.0,9.0,0.0,8.0,10%,0%,20%,0%,75,Skinny Latte (Any Flavour),6.0,80.0,0.1,0.0,8.0,60.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Classic Espresso Drinks,Skinny Latte (Any Flavour),Tall Nonfat Milk,0.2,0.1,0.0,5.0,125.0,14.0,0.0,13.0,15%,0%,30%,0%,75,Skinny Latte (Any Flavour),9.0,125.0,0.2,0.0,13.0,100.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,,0.0,0.0,0.0,0.0,,,,,,12.0,Classic Espresso Drinks,Skinny Latte (Any Flavour),Grande Nonfat Milk,0.3,0.2,0.0,5.0,160.0,18.0,0.0,16.0,20%,0%,35%,0%,150,Skinny Latte (Any Flavour),12.0,160.0,0.3,0.0,16.0,120.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,160,,,,,0.0,0.0,0.0,0.0,,,,,,15.0,Classic Espresso Drinks,Skinny Latte (Any Flavour),Venti Nonfat Milk,0.3,0.2,0.0,10.0,200.0,24.0,0.0,21.0,25%,0%,50%,0%,150,Skinny Latte (Any Flavour),15.0,200.0,0.3,0.0,21.0,160.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Signature Espresso Drinks,Caramel Macchiato,Short Nonfat Milk,1,0.5,0.0,5.0,70.0,17.0,0.0,15.0,10%,0%,15%,0%,75,Caramel Macchiato,6.0,70.0,1.0,0.0,15.0,100.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Signature Espresso Drinks,Caramel Macchiato,2% Milk,4,2.0,0.1,15.0,80.0,16.0,0.0,15.0,10%,0%,15%,0%,75,Caramel Macchiato,5.0,80.0,4.0,0.0,15.0,120.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Signature Espresso Drinks,Caramel Macchiato,Soymilk,3,1.0,0.0,0.0,60.0,14.0,1.0,11.0,6%,0%,15%,8%,75,Caramel Macchiato,4.0,60.0,3.0,1.0,11.0,100.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,140,,,,,0.0,0.0,0.0,0.0,,,,,,8.0,Signature Espresso Drinks,Caramel Macchiato,Tall Nonfat Milk,1,0.5,0.0,5.0,105.0,25.0,0.0,24.0,15%,0%,25%,0%,75,Caramel Macchiato,8.0,105.0,1.0,0.0,24.0,140.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,180,,,,,0.0,0.0,0.0,0.0,,,,,,8.0,Signature Espresso Drinks,Caramel Macchiato,2% Milk,5,3.0,0.1,20.0,115.0,25.0,0.0,23.0,15%,0%,25%,0%,75,Caramel Macchiato,8.0,115.0,5.0,0.0,23.0,180.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,150,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Signature Espresso Drinks,Caramel Macchiato,Soymilk,4.5,1.0,0.0,0.0,90.0,21.0,1.0,17.0,10%,0%,25%,10%,75,Caramel Macchiato,7.0,90.0,4.5,1.0,17.0,150.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,11.0,Signature Espresso Drinks,Caramel Macchiato,Grande Nonfat Milk,1,1.0,0.0,10.0,130.0,35.0,0.0,32.0,20%,0%,35%,0%,150,Caramel Macchiato,11.0,130.0,1.0,0.0,32.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,240,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Signature Espresso Drinks,Caramel Macchiato,2% Milk,7,3.5,0.2,25.0,150.0,34.0,0.0,32.0,15%,2%,30%,0%,150,Caramel Macchiato,10.0,150.0,7.0,0.0,32.0,240.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,200,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Signature Espresso Drinks,Caramel Macchiato,Soymilk,5,1.0,0.0,5.0,115.0,29.0,1.0,24.0,10%,0%,35%,15%,150,Caramel Macchiato,9.0,115.0,5.0,1.0,24.0,200.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,240,,,,,0.0,0.0,0.0,0.0,,,,,,13.0,Signature Espresso Drinks,Caramel Macchiato,Venti Nonfat Milk,1,1.0,0.0,10.0,170.0,43.0,0.0,41.0,25%,0%,40%,0%,150,Caramel Macchiato,13.0,170.0,1.0,0.0,41.0,240.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,300,,,,,0.0,0.0,0.0,0.0,,,,,,13.0,Signature Espresso Drinks,Caramel Macchiato,2% Milk,8,4.5,0.2,35.0,180.0,43.0,0.0,40.0,20%,2%,40%,0%,150,Caramel Macchiato,13.0,180.0,8.0,0.0,40.0,300.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,250,,,,,0.0,0.0,0.0,0.0,,,,,,11.0,Signature Espresso Drinks,Caramel Macchiato,Soymilk,7,1.5,0.0,5.0,140.0,36.0,1.0,31.0,15%,0%,40%,20%,150,Caramel Macchiato,11.0,140.0,7.0,1.0,31.0,250.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,180,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Short Nonfat Milk,3,2.0,0.0,5.0,120.0,31.0,0.0,29.0,10%,0%,25%,0%,75,White Chocolate Mocha (Without Whipped Cream),7.0,120.0,3.0,0.0,29.0,180.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,200,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),2% Milk,6,3.5,0.1,15.0,125.0,31.0,0.0,29.0,8%,2%,25%,0%,75,White Chocolate Mocha (Without Whipped Cream),7.0,125.0,6.0,0.0,29.0,200.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,180,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Soymilk,5,2.5,0.0,0.0,110.0,28.0,1.0,25.0,6%,0%,25%,8%,75,White Chocolate Mocha (Without Whipped Cream),6.0,110.0,5.0,1.0,25.0,180.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,270,,,,,0.0,0.0,0.0,0.0,,,,,,12.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Tall Nonfat Milk,4.5,3.5,0.0,5.0,190.0,47.0,0.0,45.0,15%,2%,35%,0%,75,White Chocolate Mocha (Without Whipped Cream),12.0,190.0,4.5,0.0,45.0,270.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,310,,,,,0.0,0.0,0.0,0.0,,,,,,11.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),2% Milk,9,6.0,0.1,20.0,200.0,46.0,0.0,44.0,15%,2%,35%,0%,75,White Chocolate Mocha (Without Whipped Cream),11.0,200.0,9.0,0.0,44.0,310.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,280,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Soymilk,8,3.5,0.0,0.0,170.0,42.0,1.0,39.0,10%,2%,35%,10%,75,White Chocolate Mocha (Without Whipped Cream),10.0,170.0,8.0,1.0,39.0,280.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,350,,,,,0.0,0.0,0.0,0.0,,,,,,15.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Grande Nonfat Milk,6,4.5,0.0,10.0,240.0,61.0,0.0,58.0,20%,2%,45%,2%,150,White Chocolate Mocha (Without Whipped Cream),15.0,240.0,6.0,0.0,58.0,350.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,400,,,,,0.0,0.0,0.0,0.0,,,,,,15.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),2% Milk,11,7.0,0.2,25.0,250.0,61.0,0.0,58.0,15%,2%,45%,0%,150,White Chocolate Mocha (Without Whipped Cream),15.0,250.0,11.0,0.0,58.0,400.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,370,,,,,0.0,0.0,0.0,0.0,,,,,,13.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Soymilk,10,5.0,0.0,0.0,220.0,56.0,1.0,51.0,10%,2%,45%,15%,150,White Chocolate Mocha (Without Whipped Cream),13.0,220.0,10.0,1.0,51.0,370.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,450,,,,,0.0,0.0,0.0,0.0,,,,,,19.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Venti Nonfat Milk,7,6.0,0.0,10.0,310.0,78.0,0.0,74.0,25%,2%,60%,2%,150,White Chocolate Mocha (Without Whipped Cream),19.0,310.0,7.0,0.0,74.0,450.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,510,,,,,0.0,0.0,0.0,0.0,,,,,,19.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),2% Milk,15,9.0,0.2,35.0,330.0,77.0,0.0,74.0,20%,4%,60%,2%,150,White Chocolate Mocha (Without Whipped Cream),19.0,330.0,15.0,0.0,74.0,510.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,460,,,,,0.0,0.0,0.0,0.0,,,,,,16.0,Signature Espresso Drinks,White Chocolate Mocha (Without Whipped Cream),Soymilk,13,6.0,0.0,5.0,290.0,70.0,1.0,64.0,15%,2%,60%,20%,150,White Chocolate Mocha (Without Whipped Cream),16.0,290.0,13.0,1.0,64.0,460.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Short Nonfat Milk,1.5,1.0,0.0,5.0,70.0,26.0,1.0,23.0,10%,0%,20%,10%,10,Hot Chocolate (Without Whipped Cream),7.0,70.0,1.5,1.0,23.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,150,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),2% Milk,4.5,2.5,0.1,15.0,80.0,26.0,1.0,22.0,10%,0%,20%,10%,10,Hot Chocolate (Without Whipped Cream),7.0,80.0,4.5,1.0,22.0,150.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Soymilk,3.5,1.0,0.0,0.0,60.0,23.0,2.0,18.0,6%,0%,20%,20%,10,Hot Chocolate (Without Whipped Cream),6.0,60.0,3.5,2.0,18.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,11.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Tall Nonfat Milk,2,1.0,0.0,5.0,110.0,37.0,1.0,32.0,15%,0%,30%,20%,20,Hot Chocolate (Without Whipped Cream),11.0,110.0,2.0,1.0,32.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,230,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),2% Milk,7,3.5,0.2,20.0,120.0,37.0,1.0,32.0,15%,0%,30%,20%,20,Hot Chocolate (Without Whipped Cream),10.0,120.0,7.0,1.0,32.0,230.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,200,,,,,0.0,0.0,0.0,0.0,,,,,,9.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Soymilk,6,1.5,0.0,0.0,95.0,32.0,2.0,25.0,10%,0%,30%,30%,20,Hot Chocolate (Without Whipped Cream),9.0,95.0,6.0,2.0,25.0,200.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,240,,,,,0.0,0.0,0.0,0.0,,,,,,14.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande Nonfat Milk,2.5,1.5,0.0,5.0,140.0,48.0,2.0,41.0,20%,0%,40%,25%,25,Hot Chocolate (Without Whipped Cream),14.0,140.0,2.5,2.0,41.0,240.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,290,,,,,0.0,0.0,0.0,0.0,,,,,,14.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),2% Milk,9,5.0,0.2,25.0,160.0,47.0,2.0,41.0,20%,2%,40%,25%,25,Hot Chocolate (Without Whipped Cream),14.0,160.0,9.0,2.0,41.0,290.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,250,,,,,0.0,0.0,0.0,0.0,,,,,,12.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Soymilk,7,2.0,0.0,0.0,125.0,41.0,3.0,32.0,15%,0%,40%,40%,25,Hot Chocolate (Without Whipped Cream),12.0,125.0,7.0,3.0,32.0,250.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,320,,,,,0.0,0.0,0.0,0.0,,,,,,18.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Venti Nonfat Milk,3,2.0,0.0,10.0,180.0,63.0,2.0,55.0,25%,0%,50%,30%,30,Hot Chocolate (Without Whipped Cream),18.0,180.0,3.0,2.0,55.0,320.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,380,,,,,0.0,0.0,0.0,0.0,,,,,,17.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),2% Milk,11,6.0,0.3,35.0,200.0,63.0,2.0,54.0,25%,2%,50%,30%,30,Hot Chocolate (Without Whipped Cream),17.0,200.0,11.0,2.0,54.0,380.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,330,,,,,0.0,0.0,0.0,0.0,,,,,,15.0,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Soymilk,9,2.5,0.0,0.0,160.0,55.0,4.0,44.0,15%,0%,50%,50%,30,Hot Chocolate (Without Whipped Cream),15.0,160.0,9.0,4.0,44.0,330.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,140,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),Short,0,0.0,0.0,0.0,10.0,35.0,0.0,33.0,0%,0%,0%,0%,0,Caramel Apple Spice (Without Whipped Cream),0.0,10.0,0.0,0.0,33.0,140.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,210,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),Tall,0,0.0,0.0,0.0,15.0,53.0,0.0,49.0,0%,0%,0%,0%,0,Caramel Apple Spice (Without Whipped Cream),0.0,15.0,0.0,0.0,49.0,210.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,280,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),Grande,0,0.0,0.0,0.0,20.0,70.0,0.0,65.0,0%,0%,0%,0%,0,Caramel Apple Spice (Without Whipped Cream),0.0,20.0,0.0,0.0,65.0,280.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,360,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),Venti,0,0.0,0.0,0.0,25.0,89.0,0.0,83.0,0%,0%,0%,0%,0,Caramel Apple Spice (Without Whipped Cream),0.0,25.0,0.0,0.0,83.0,360.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Tazo® Tea Drinks,Tazo® Tea,Short,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,0%,Varies,Tazo® Tea,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Tazo® Tea Drinks,Tazo® Tea,Tall,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,0%,Varies,Tazo® Tea,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Tazo® Tea Drinks,Tazo® Tea,Grande,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,0%,Varies,Tazo® Tea,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,,0.0,0.0,0.0,0.0,,,,,,0.0,Tazo® Tea Drinks,Tazo® Tea,Venti,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,0%,Varies,Tazo® Tea,0.0,0.0,0.0,0.0,0.0,0.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,100,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Short Nonfat Milk,0.1,0.1,0.0,0.0,50.0,22.0,0.0,21.0,6%,0%,10%,0%,50,Tazo® Chai Tea Latte,4.0,50.0,0.1,0.0,21.0,100.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,,0.0,0.0,0.0,0.0,,,,,,4.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,2% Milk,2,1.0,0.1,10.0,55.0,22.0,0.0,21.0,6%,0%,10%,0%,50,Tazo® Chai Tea Latte,4.0,55.0,2.0,0.0,21.0,120.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,110,,,,,0.0,0.0,0.0,0.0,,,,,,3.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Soymilk,1.5,0.2,0.0,0.0,45.0,20.0,0.0,18.0,4%,0%,10%,6%,50,Tazo® Chai Tea Latte,3.0,45.0,1.5,0.0,18.0,110.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,160,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Tall Nonfat Milk,0.2,0.1,0.0,5.0,80.0,34.0,0.0,32.0,10%,0%,20%,2%,70,Tazo® Chai Tea Latte,6.0,80.0,0.2,0.0,32.0,160.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,190,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,2% Milk,3.5,1.5,0.1,15.0,90.0,34.0,0.0,32.0,10%,0%,20%,2%,70,Tazo® Chai Tea Latte,6.0,90.0,3.5,0.0,32.0,190.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,160,,,,,0.0,0.0,0.0,0.0,,,,,,5.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Soymilk,2.5,0.3,0.0,0.0,70.0,31.0,1.0,28.0,6%,0%,20%,10%,70,Tazo® Chai Tea Latte,5.0,70.0,2.5,1.0,28.0,160.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,210,,,,,0.0,0.0,0.0,0.0,,,,,,8.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Grande Nonfat Milk,0.2,0.1,0.0,5.0,105.0,45.0,0.0,43.0,15%,0%,25%,2%,95,Tazo® Chai Tea Latte,8.0,105.0,0.2,0.0,43.0,210.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,240,,,,,0.0,0.0,0.0,0.0,,,,,,8.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,2% Milk,4.5,2.0,0.1,20.0,115.0,45.0,0.0,42.0,10%,0%,25%,2%,95,Tazo® Chai Tea Latte,8.0,115.0,4.5,0.0,42.0,240.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,220,,,,,0.0,0.0,0.0,0.0,,,,,,6.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Soymilk,3.5,0.4,0.0,0.0,90.0,41.0,1.0,37.0,8%,0%,25%,10%,95,Tazo® Chai Tea Latte,6.0,90.0,3.5,1.0,37.0,220.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,260,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Venti Nonfat Milk,0.3,0.2,0.0,5.0,135.0,57.0,0.0,54.0,15%,0%,35%,2%,120,Tazo® Chai Tea Latte,10.0,135.0,0.3,0.0,54.0,260.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,310,,,,,0.0,0.0,0.0,0.0,,,,,,10.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,2% Milk,6,3.0,0.2,25.0,150.0,56.0,0.0,53.0,15%,2%,30%,2%,120,Tazo® Chai Tea Latte,10.0,150.0,6.0,0.0,53.0,310.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,280,,,,,0.0,0.0,0.0,0.0,,,,,,8.0,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Soymilk,4.5,0.5,0.0,0.0,115.0,51.0,1.0,46.0,10%,0%,30%,15%,120,Tazo® Chai Tea Latte,8.0,115.0,4.5,1.0,46.0,280.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,130,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,Short Nonfat Milk,0.2,0.1,0.0,5.0,85.0,26.0,0.0,25.0,10%,4%,20%,2%,25,Tazo® Green Tea Latte,7.0,85.0,0.2,0.0,25.0,130.0
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,170,,,,,0.0,0.0,0.0,0.0,,,,,,7.0,Tazo® Tea Drinks,Tazo® Green Tea Latte,2% Milk,4,2.0,0.1,15.0,95.0,26.0,0.0,25.0,10%,6%,20%,2%,25,Tazo® Green Tea Latte,7.0,95.0,4.0,0.0,25.0,170.0
