recipe_name,ingredients,preperation_steps,vegan_friendly_(yes/no),nut-free_(yes/no),non-dairy_friendly_(yes/no),vegan_substitute,dairy_substitute,nut_substitute,dietary_tags,source_url,protein_g,carbs_g,fat_g,fiber_g,sugar_g,calories,calorie_class,food_name,category,iron,vitamin_c,unnamed:_0,fat_(g),carb._(g),fiber_(g),sodium,beverage_category,beverage,beverage_prep,total_fat_(g),trans_fat_(g),saturated_fat_(g),sodium_(mg),total_carbohydrates_(g),cholesterol_(mg),dietary_fibre_(g),sugars_(g),vitamin_a_(%_dv),vitamin_c_(%_dv),calcium_(%_dv),iron_(%_dv),caffeine_(mg),item_name
,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,230,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),2% Milk,7,3.5,0.2,20.0,120.0,37.0,1.0,32.0,15%,0%,30%,20%,20,Hot Chocolate (Without Whipped Cream)
,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,200,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Soymilk,6,1.5,0.0,0.0,95.0,32.0,2.0,25.0,10%,0%,30%,30%,20,Hot Chocolate (Without Whipped Cream)
,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,240,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Grande Nonfat Milk,2.5,1.5,0.0,5.0,140.0,48.0,2.0,41.0,20%,0%,40%,25%,25,Hot Chocolate (Without Whipped Cream)
,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,290,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),2% Milk,9,5.0,0.2,25.0,160.0,47.0,2.0,41.0,20%,2%,40%,25%,25,Hot Chocolate (Without Whipped Cream)
,,,,,,,,,,,12.0,0.0,0.0,0.0,0.0,250,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Soymilk,7,2.0,0.0,0.0,125.0,41.0,3.0,32.0,15%,0%,40%,40%,25,Hot Chocolate (Without Whipped Cream)
,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,320,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Venti Nonfat Milk,3,2.0,0.0,10.0,180.0,63.0,2.0,55.0,25%,0%,50%,30%,30,Hot Chocolate (Without Whipped Cream)
,,,,,,,,,,,17.0,0.0,0.0,0.0,0.0,380,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),2% Milk,11,6.0,0.3,35.0,200.0,63.0,2.0,54.0,25%,2%,50%,30%,30,Hot Chocolate (Without Whipped Cream)
,,,,,,,,,,,15.0,0.0,0.0,0.0,0.0,330,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Hot Chocolate (Without Whipped Cream),Soymilk,9,2.5,0.0,0.0,160.0,55.0,4.0,44.0,15%,0%,50%,50%,30,Hot Chocolate (Without Whipped Cream)
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,140,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),Short,0,0.0,0.0,0.0,10.0,35.0,0.0,33.0,0%,0%,0%,0%,0,Caramel Apple Spice (Without Whipped Cream)
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,210,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),Tall,0,0.0,0.0,0.0,15.0,53.0,0.0,49.0,0%,0%,0%,0%,0,Caramel Apple Spice (Without Whipped Cream)
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,280,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),Grande,0,0.0,0.0,0.0,20.0,70.0,0.0,65.0,0%,0%,0%,0%,0,Caramel Apple Spice (Without Whipped Cream)
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,360,,,,0.0,0.0,,,,,,Signature Espresso Drinks,Caramel Apple Spice (Without Whipped Cream),Venti,0,0.0,0.0,0.0,25.0,89.0,0.0,83.0,0%,0%,0%,0%,0,Caramel Apple Spice (Without Whipped Cream)
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Tea,Short,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,0%,Varies,Tazo® Tea
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Tea,Tall,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,0%,Varies,Tazo® Tea
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Tea,Grande,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,0%,Varies,Tazo® Tea
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Tea,Venti,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0%,0%,0%,0%,Varies,Tazo® Tea
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,100,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Short Nonfat Milk,0.1,0.1,0.0,0.0,50.0,22.0,0.0,21.0,6%,0%,10%,0%,50,Tazo® Chai Tea Latte
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,120,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,2% Milk,2,1.0,0.1,10.0,55.0,22.0,0.0,21.0,6%,0%,10%,0%,50,Tazo® Chai Tea Latte
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,110,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Soymilk,1.5,0.2,0.0,0.0,45.0,20.0,0.0,18.0,4%,0%,10%,6%,50,Tazo® Chai Tea Latte
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,160,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Tall Nonfat Milk,0.2,0.1,0.0,5.0,80.0,34.0,0.0,32.0,10%,0%,20%,2%,70,Tazo® Chai Tea Latte
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,190,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,2% Milk,3.5,1.5,0.1,15.0,90.0,34.0,0.0,32.0,10%,0%,20%,2%,70,Tazo® Chai Tea Latte
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,160,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Soymilk,2.5,0.3,0.0,0.0,70.0,31.0,1.0,28.0,6%,0%,20%,10%,70,Tazo® Chai Tea Latte
,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,210,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Grande Nonfat Milk,0.2,0.1,0.0,5.0,105.0,45.0,0.0,43.0,15%,0%,25%,2%,95,Tazo® Chai Tea Latte
,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,240,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,2% Milk,4.5,2.0,0.1,20.0,115.0,45.0,0.0,42.0,10%,0%,25%,2%,95,Tazo® Chai Tea Latte
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,220,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Soymilk,3.5,0.4,0.0,0.0,90.0,41.0,1.0,37.0,8%,0%,25%,10%,95,Tazo® Chai Tea Latte
,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,260,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Venti Nonfat Milk,0.3,0.2,0.0,5.0,135.0,57.0,0.0,54.0,15%,0%,35%,2%,120,Tazo® Chai Tea Latte
,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,310,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,2% Milk,6,3.0,0.2,25.0,150.0,56.0,0.0,53.0,15%,2%,30%,2%,120,Tazo® Chai Tea Latte
,,,,,,,,,,,8.0,0.0,0.0,0.0,0.0,280,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Chai Tea Latte,Soymilk,4.5,0.5,0.0,0.0,115.0,51.0,1.0,46.0,10%,0%,30%,15%,120,Tazo® Chai Tea Latte
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,130,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,Short Nonfat Milk,0.2,0.1,0.0,5.0,85.0,26.0,0.0,25.0,10%,4%,20%,2%,25,Tazo® Green Tea Latte
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,170,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,2% Milk,4,2.0,0.1,15.0,95.0,26.0,0.0,25.0,10%,6%,20%,2%,25,Tazo® Green Tea Latte
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,140,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,Soymilk,3,0.4,0.0,0.0,70.0,22.0,1.0,20.0,8%,4%,20%,10%,25,Tazo® Green Tea Latte
,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,210,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,Tall Nonfat Milk,0.4,0.2,0.0,5.0,125.0,42.0,1.0,41.0,20%,10%,35%,4%,55,Tazo® Green Tea Latte
,,,,,,,,,,,10.0,0.0,0.0,0.0,0.0,260,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,2% Milk,6,3.0,0.2,25.0,140.0,41.0,1.0,40.0,15%,10%,35%,4%,55,Tazo® Green Tea Latte
,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,230,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,Soymilk,4.5,0.5,0.0,0.0,110.0,36.0,2.0,33.0,10%,10%,35%,15%,55,Tazo® Green Tea Latte
,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,290,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,Grande Nonfat Milk,0.5,0.2,0.0,10.0,160.0,57.0,1.0,56.0,25%,15%,45%,4%,80,Tazo® Green Tea Latte
,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,350,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,2% Milk,8,4.0,0.2,30.0,180.0,57.0,1.0,55.0,20%,15%,45%,4%,80,Tazo® Green Tea Latte
,,,,,,,,,,,11.0,0.0,0.0,0.0,0.0,310,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,Soymilk,6,1.0,0.0,0.0,140.0,50.0,3.0,46.0,15%,15%,45%,25%,80,Tazo® Green Tea Latte
,,,,,,,,,,,18.0,0.0,0.0,0.0,0.0,370,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,Venti Nonfat Milk,0.5,0.3,0.0,10.0,200.0,73.0,2.0,71.0,30%,20%,60%,6%,110,Tazo® Green Tea Latte
,,,,,,,,,,,17.0,0.0,0.0,0.0,0.0,450,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,2% Milk,10,5.0,0.3,40.0,230.0,72.0,2.0,71.0,25%,20%,50%,6%,110,Tazo® Green Tea Latte
,,,,,,,,,,,14.0,0.0,0.0,0.0,0.0,390,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Green Tea Latte,Soymilk,8,1.0,0.0,0.0,180.0,64.0,4.0,58.0,20%,20%,60%,30%,110,Tazo® Green Tea Latte
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,80,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Short Nonfat Milk,0.1,0.1,0.0,0.0,45.0,16.0,0.0,16.0,6%,0%,10%,0.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,90,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,2% Milk,2,1.0,0.1,10.0,50.0,15.0,0.0,15.0,6%,0%,10%,0.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,80,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Soymilk,1.5,0.2,0.0,0.0,40.0,14.0,0.0,13.0,4%,0%,10%,6.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,120,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Tall Nonfat Milk,0.1,0.1,0.0,5.0,65.0,23.0,0.0,23.0,10%,0%,20%,0.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,140,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,2% Milk,3,1.5,0.1,15.0,75.0,23.0,0.0,23.0,8%,0%,15%,0.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,130,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Soymilk,2.5,0.3,0.0,0.0,60.0,21.0,1.0,19.0,6%,0%,20%,8.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,150,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Grande Nonfat Milk,0.2,0.1,0.0,5.0,85.0,31.0,0.0,31.0,15%,0%,25%,0.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,190,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,2% Milk,4,2.0,0.1,15.0,95.0,31.0,0.0,30.0,10%,0%,25%,0.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,170,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Soymilk,3.5,0.4,0.0,0.0,80.0,27.0,1.0,25.0,8%,0%,25%,10.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,190,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Venti Nonfat Milk,0.2,0.1,0.0,5.0,110.0,39.0,0.0,39.0,15%,0%,30%,0.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,230,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,2% Milk,5,2.5,0.2,20.0,125.0,38.0,0.0,38.0,15%,0%,30%,0.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,210,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Tea Latte,Soymilk,4,0.5,0.0,0.0,100.0,34.0,1.0,32.0,10%,0%,30%,15.00%,varies,Tazo® Full-Leaf Tea Latte
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,80,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Short Nonfat Milk,0.1,0.1,0.0,0.0,45.0,16.0,0.0,16.0,6%,0%,10%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,90,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),2% Milk,2,1.0,0.1,10.0,50.0,15.0,0.0,15.0,6%,0%,10%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,80,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Soymilk,1.5,0.2,0.0,0.0,40.0,14.0,0.0,13.0,4%,0%,10%,6%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,120,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Tall Nonfat Milk,0.1,0.1,0.0,5.0,65.0,23.0,0.0,23.0,10%,0%,20%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,5.0,0.0,0.0,0.0,0.0,140,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),2% Milk,3,1.5,0.1,15.0,75.0,23.0,0.0,23.0,8%,0%,15%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,130,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Soymilk,2.5,0.3,0.0,0.0,60.0,21.0,1.0,19.0,6%,0%,20%,8%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,150,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Grande Nonfat Milk,0.2,0.1,0.0,5.0,85.0,31.0,0.0,31.0,15%,0%,25%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,190,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),2% Milk,4,2.0,0.1,15.0,95.0,31.0,0.0,30.0,10%,0%,25%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,6.0,0.0,0.0,0.0,0.0,170,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Soymilk,3.5,0.4,0.0,0.0,80.0,27.0,1.0,25.0,8%,0%,25%,10%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,190,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Venti Nonfat Milk,0.2,0.1,0.0,5.0,110.0,39.0,0.0,39.0,15%,0%,30%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,9.0,0.0,0.0,0.0,0.0,230,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),2% Milk,5,2.5,0.2,20.0,125.0,38.0,0.0,38.0,15%,0%,30%,0%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,7.0,0.0,0.0,0.0,0.0,210,,,,0.0,0.0,,,,,,Tazo® Tea Drinks,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos),Soymilk,4,0.5,0.0,0.0,100.0,34.0,1.0,32.0,10%,0%,30%,15%,0,Tazo® Full-Leaf Red Tea Latte (Vanilla Rooibos)
,,,,,,,,,,,0.2,0.0,0.0,0.0,0.0,60,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Tall,0,0.0,0.0,0.0,4.0,15.0,0.0,15.0,0%,0%,0%,0%,120,Iced Brewed Coffee (With Classic Syrup)
,,,,,,,,,,,0.3,0.0,0.0,0.0,0.0,90,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Grande,0.1,0.0,0.0,0.0,5.0,21.0,0.0,21.0,0%,0%,0%,0%,165,Iced Brewed Coffee (With Classic Syrup)
,,,,,,,,,,,0.4,0.0,0.0,0.0,0.0,130,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Classic Syrup),Venti,0.1,0.0,0.0,0.0,5.0,31.0,0.0,31.0,0%,0%,0%,0%,235,Iced Brewed Coffee (With Classic Syrup)
,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,80,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Tall Nonfat Milk,0.1,0.0,0.0,0.0,25.0,18.0,0.0,18.0,2%,0%,6%,0%,90,Iced Brewed Coffee (With Milk & Classic Syrup)
,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,90,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),2% Milk,1,0.5,0.0,5.0,25.0,18.0,0.0,18.0,2%,0%,6%,0.00%,,Iced Brewed Coffee (With Milk & Classic Syrup)
,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,80,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Soymilk,1,0.1,0.0,0.0,20.0,17.0,0.0,17.0,2%,0%,6%,0%,90,Iced Brewed Coffee (With Milk & Classic Syrup)
,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,110,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Grande Nonfat Milk,0.1,0.0,0.0,0.0,30.0,24.0,0.0,24.0,4%,0%,8%,2%,90,Iced Brewed Coffee (With Milk & Classic Syrup)
,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,120,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),2% Milk,1.5,0.5,0.0,5.0,35.0,24.0,0.0,24.0,4%,0%,8%,0%,125,Iced Brewed Coffee (With Milk & Classic Syrup)
,,,,,,,,,,,2.0,0.0,0.0,0.0,0.0,110,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Soymilk,1,0.1,0.0,0.0,30.0,23.0,0.0,22.0,2%,0%,8%,0%,125,Iced Brewed Coffee (With Milk & Classic Syrup)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,160,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Venti Nonfat Milk,0.1,0.1,0.0,0.0,50.0,36.0,0.0,36.0,6%,0%,10%,4%,125,Iced Brewed Coffee (With Milk & Classic Syrup)
,,,,,,,,,,,4.0,0.0,0.0,0.0,0.0,180,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),2% Milk,2,1.0,0.1,10.0,55.0,36.0,0.0,36.0,6%,0%,10%,0%,170,Iced Brewed Coffee (With Milk & Classic Syrup)
,,,,,,,,,,,3.0,0.0,0.0,0.0,0.0,170,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Iced Brewed Coffee (With Milk & Classic Syrup),Soymilk,1.5,0.2,0.0,0.0,45.0,34.0,0.0,33.0,4%,0%,10%,0%,170,Iced Brewed Coffee (With Milk & Classic Syrup)
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,60,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Tall,0,0.0,0.0,0.0,0.0,15.0,0.0,15.0,0%,0%,0%,6%,170,Shaken Iced Tazo® Tea (With Classic Syrup)
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,80,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Grande,0,0.0,0.0,0.0,0.0,21.0,0.0,21.0,0%,0%,0%,0%,Varies,Shaken Iced Tazo® Tea (With Classic Syrup)
,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,120,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Shaken Iced Tazo® Tea (With Classic Syrup),Venti,0,0.0,0.0,0.0,0.0,31.0,0.0,31.0,0%,0%,0%,0%,Varies,Shaken Iced Tazo® Tea (With Classic Syrup)
,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,100,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Tall,0,0.0,0.0,0.0,0.0,25.0,0.0,24.0,0%,10%,0%,0%,Varies,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup)
,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,130,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Grande,0,0.0,0.0,0.0,0.0,33.0,0.0,33.0,0%,15%,0%,0%,Varies,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup)
,,,,,,,,,,,0.1,0.0,0.0,0.0,0.0,190,,,,0.0,0.0,,,,,,Shaken Iced Beverages,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup),Venti,0,0.0,0.0,0.0,0.0,49.0,0.0,49.0,0%,20%,0%,0%,Varies,Shaken Iced Tazo® Tea Lemonade (With Classic Syrup)
,,,,,,,,,,,20.0,0.0,0.0,0.0,0.0,280,,,,0.0,0.0,,,,,,Smoothies,Banana Chocolate Smoothie,Grande Nonfat Milk,2.5,1.5,0.0,5.0,150.0,53.0,7.0,34.0,10%,15%,20%,0%,Varies,Banana Chocolate Smoothie
,,,,,,,,,,,20.0,0.0,0.0,0.0,0.0,300,,,,0.0,0.0,,,,,,Smoothies,Banana Chocolate Smoothie,2% Milk,5,2.5,0.1,15.0,160.0,53.0,7.0,34.0,8%,15%,20%,20%,15,Banana Chocolate Smoothie
,,,,,,,,,,,19.0,0.0,0.0,0.0,0.0,290,,,,0.0,0.0,,,,,,Smoothies,Banana Chocolate Smoothie,Soymilk,4.5,1.5,0.0,5.0,150.0,51.0,7.0,31.0,6%,15%,20%,20%,15,Banana Chocolate Smoothie
,,,,,,,,,,,16.0,0.0,0.0,0.0,0.0,260,,,,0.0,0.0,,,,,,Smoothies,Orange Mango Banana Smoothie,Grande Nonfat Milk,1,0.3,0.0,5.0,120.0,54.0,6.0,37.0,50%,80%,10%,30%,15,Orange Mango Banana Smoothie
,,,,,,,,,,,16.0,0.0,0.0,0.0,0.0,270,,,,0.0,0.0,,,,,,Smoothies,Orange Mango Banana Smoothie,2% Milk,1.5,0.5,0.0,5.0,125.0,53.0,6.0,37.0,50%,80%,10%,6%,0,Orange Mango Banana Smoothie
,,,,,,,,,,,15.0,0.0,0.0,0.0,0.0,270,,,,0.0,0.0,,,,,,Smoothies,Orange Mango Banana Smoothie,Soymilk,1.5,0.4,0.0,5.0,120.0,53.0,6.0,36.0,50%,80%,10%,6%,0,Orange Mango Banana Smoothie
